close,date,high,low,marketcap,open,volume
0.001509,"Oct 15, 2018",0.001578,0.001335,"277,797,339",0.001378,"2,032,230"
0.001362,"Oct 14, 2018",0.001410,0.001287,"250,640,119",0.001343,"2,011,720"
0.001341,"Oct 13, 2018",0.001468,0.001322,"246,879,634",0.001374,"1,871,560"
0.001392,"Oct 12, 2018",0.001457,0.001362,"256,287,290",0.001398,"2,180,670"
0.001417,"Oct 11, 2018",0.001705,0.001403,"260,743,548",0.001705,"4,268,830"
0.001689,"Oct 10, 2018",0.001820,0.001654,"310,888,874",0.001739,"7,197,210"
0.001783,"Oct 09, 2018",0.002230,0.001661,"328,253,738",0.002200,"15,970,600"
0.002205,"Oct 08, 2018",0.002256,0.002166,"405,887,605",0.002195,"1,662,810"
0.002188,"Oct 07, 2018",0.002251,0.002153,"402,648,029",0.002249,"589,980"
0.002241,"Oct 06, 2018",0.002258,0.002167,"412,541,621",0.002242,"560,546"
0.002243,"Oct 05, 2018",0.002269,0.002203,"412,780,908",0.002241,"1,703,930"
0.002239,"Oct 04, 2018",0.002295,0.002205,"412,116,426",0.002228,"2,110,070"
0.002218,"Oct 03, 2018",0.002275,0.002177,"408,227,094",0.002265,"2,132,180"
0.002270,"Oct 02, 2018",0.002363,0.002199,"417,868,515",0.002222,"3,376,110"
0.002234,"Oct 01, 2018",0.002244,0.002147,"411,289,966",0.002168,"1,980,920"
0.002182,"Sep 30, 2018",0.002254,0.002161,"401,611,732",0.002231,"2,176,200"
0.002216,"Sep 29, 2018",0.002332,0.002172,"407,916,021",0.002328,"2,581,850"
0.002310,"Sep 28, 2018",0.002522,0.002277,"425,203,578",0.002323,"9,769,100"
0.002352,"Sep 27, 2018",0.002366,0.002069,"432,834,989",0.002143,"2,457,420"
0.002143,"Sep 26, 2018",0.002200,0.002056,"394,425,763",0.002078,"1,088,560"
0.002087,"Sep 25, 2018",0.002236,0.002003,"384,091,515",0.002235,"2,917,080"
0.002269,"Sep 24, 2018",0.002391,0.002038,"417,714,419",0.002054,"7,449,020"
0.002066,"Sep 23, 2018",0.002076,0.001989,"380,232,451",0.002022,"2,173,150"
0.002016,"Sep 22, 2018",0.002064,0.001953,"371,006,895",0.002016,"1,702,930"
0.002013,"Sep 21, 2018",0.002082,0.001903,"370,491,093",0.001944,"2,930,300"
0.001944,"Sep 20, 2018",0.001968,0.001837,"357,865,804",0.001860,"2,389,640"
0.001859,"Sep 19, 2018",0.001903,0.001808,"342,200,159",0.001866,"2,155,130"
0.001864,"Sep 18, 2018",0.001903,0.001782,"343,081,497",0.001788,"2,264,920"
0.001794,"Sep 17, 2018",0.001984,0.001787,"330,121,757",0.001934,"2,782,480"
0.001930,"Sep 16, 2018",0.001967,0.001919,"355,197,039",0.001956,"2,537,630"
0.001947,"Sep 15, 2018",0.001985,0.001872,"358,379,387",0.001888,"2,739,410"
0.001892,"Sep 14, 2018",0.001950,0.001823,"348,190,196",0.001865,"3,002,820"
0.001869,"Sep 13, 2018",0.001965,0.001849,"343,904,802",0.001861,"3,429,680"
0.001860,"Sep 12, 2018",0.001917,0.001742,"342,343,871",0.001905,"2,945,660"
0.001896,"Sep 11, 2018",0.002063,0.001882,"348,890,412",0.002027,"3,034,670"
0.002039,"Sep 10, 2018",0.002083,0.001999,"375,281,005",0.002028,"2,454,420"
0.002029,"Sep 09, 2018",0.002105,0.001936,"373,381,064",0.001972,"2,826,520"
0.001970,"Sep 08, 2018",0.002231,0.001947,"362,510,761",0.002105,"4,440,310"
0.002094,"Sep 07, 2018",0.002203,0.002083,"385,440,615",0.002116,"3,652,590"
0.002099,"Sep 06, 2018",0.002187,0.001890,"386,317,647",0.002184,"4,429,060"
0.002152,"Sep 05, 2018",0.002900,0.002152,"396,025,575",0.002561,"10,234,800"
0.002557,"Sep 04, 2018",0.002606,0.002491,"470,611,900",0.002505,"4,569,340"
0.002505,"Sep 03, 2018",0.002602,0.002364,"461,108,583",0.002491,"5,442,480"
0.002472,"Sep 02, 2018",0.002696,0.002353,"454,912,535",0.002611,"6,795,650"
0.002610,"Sep 01, 2018",0.002662,0.002211,"480,259,169",0.002211,"10,102,200"
0.002245,"Aug 31, 2018",0.002274,0.002029,"413,100,875",0.002052,"4,785,690"
0.002037,"Aug 30, 2018",0.002092,0.001928,"374,557,327",0.002047,"3,271,780"
0.002047,"Aug 29, 2018",0.002308,0.002025,"376,482,660",0.002257,"4,872,140"
0.002255,"Aug 28, 2018",0.002459,0.001934,"414,593,962",0.001962,"9,672,530"
0.001965,"Aug 27, 2018",0.001965,0.001814,"361,333,762",0.001863,"4,392,270"
0.001860,"Aug 26, 2018",0.001886,0.001706,"342,106,174",0.001749,"3,704,900"
0.001754,"Aug 25, 2018",0.001776,0.001726,"322,619,299",0.001750,"2,149,430"
0.001756,"Aug 24, 2018",0.001766,0.001679,"322,908,007",0.001706,"2,931,240"
0.001700,"Aug 23, 2018",0.001707,0.001653,"312,705,763",0.001658,"3,314,560"
0.001661,"Aug 22, 2018",0.001851,0.001620,"305,357,500",0.001699,"2,606,280"
0.001700,"Aug 21, 2018",0.001725,0.001612,"312,553,134",0.001618,"1,339,870"
0.001610,"Aug 20, 2018",0.001770,0.001608,"296,148,264",0.001751,"4,051,490"
0.001755,"Aug 19, 2018",0.001763,0.001687,"322,689,178",0.001697,"2,516,630"
0.001698,"Aug 18, 2018",0.001959,0.001654,"312,212,937",0.001959,"1,988,080"
0.001927,"Aug 17, 2018",0.001959,0.001538,"354,283,401",0.001538,"2,789,680"
0.001580,"Aug 16, 2018",0.001626,0.001528,"290,565,349",0.001540,"685,663"
0.001551,"Aug 15, 2018",0.001709,0.001542,"285,144,258",0.001587,"1,211,850"
0.001570,"Aug 14, 2018",0.001628,0.001439,"288,763,223",0.001628,"2,815,350"
0.001630,"Aug 13, 2018",0.001916,0.001605,"299,678,962",0.001851,"3,676,280"
0.001848,"Aug 12, 2018",0.001879,0.001812,"339,851,676",0.001838,"2,266,110"
0.001847,"Aug 11, 2018",0.001899,0.001750,"339,585,035",0.001889,"2,373,100"
0.001888,"Aug 10, 2018",0.002170,0.001856,"347,220,168",0.002158,"4,328,200"
0.002171,"Aug 09, 2018",0.002231,0.002048,"399,137,967",0.002069,"3,578,210"
0.002064,"Aug 08, 2018",0.002217,0.002021,"379,560,987",0.002217,"2,887,310"
0.002227,"Aug 07, 2018",0.002388,0.002220,"409,577,430",0.002294,"4,174,120"
0.002282,"Aug 06, 2018",0.002393,0.002255,"419,678,534",0.002366,"4,054,900"
0.002364,"Aug 05, 2018",0.002379,0.002261,"434,807,204",0.002313,"3,855,890"
0.002316,"Aug 04, 2018",0.002485,0.002278,"425,923,455",0.002438,"1,117,650"
0.002448,"Aug 03, 2018",0.002514,0.002396,"450,235,615",0.002514,"3,581,780"
0.002507,"Aug 02, 2018",0.002642,0.002495,"461,103,543",0.002578,"4,174,510"
0.002584,"Aug 01, 2018",0.002624,0.002483,"475,130,709",0.002610,"3,522,820"
0.002609,"Jul 31, 2018",0.002843,0.002590,"479,713,260",0.002843,"2,845,950"
0.002846,"Jul 30, 2018",0.002999,0.002751,"523,343,115",0.002999,"2,986,880"
0.002996,"Jul 29, 2018",0.003112,0.002934,"550,919,332",0.003094,"4,166,010"
0.003081,"Jul 28, 2018",0.003118,0.003032,"566,509,567",0.003078,"4,187,530"
0.003072,"Jul 27, 2018",0.003110,0.002942,"564,847,197",0.002993,"3,394,920"
